id,title,duration_min,speakers_name,speakers_occupation,event,topics,views,page_url,published_date,recorded_date,subtitle_languages,likes
45839,How I use cookies to teach history,11.316666666666666,Jasmine Cho,no data,TEDxPittsburgh,"education, social change, food, art, activism",55557,https://www.ted.com/talks/jasmine_cho_how_i_use_cookies_to_teach_history,2019-07-08,2019-06-15,no subtitles,16000
44200,Grief and love in the animal kingdom,14.533333333333333,Barbara J. King,"Biological anthropologist, writer",TED2019,"science, animals, evolution, love, psychology, biology, biodiversity, mental health, empathy, emotions",3510701,https://www.ted.com/talks/barbara_j_king_grief_and_love_in_the_animal_kingdom,2019-07-08,2019-04-15,"English, Persian, Hebrew, French, Portuguese, Brazilian, Korean, Turkish, Spanish, Serbian, Italian, Chinese, Simplified, Chinese, Traditional, Hungarian, Croatian, Portuguese, Romanian, Russian, Arabic, Latvian, Macedonian, Dutch, Ukrainian, Czech, Hindi, Japanese, Polish",105000
42461,New Colossus,1.3,Emma Lazarus,Educator,TED-Ed,"poetry, writing, immigration, TED-Ed, animation",240153,https://www.ted.com/talks/emma_lazarus_new_colossus,2019-07-08,2019-07-02,"English, Spanish, Portuguese, Brazilian, Chinese, Traditional, Burmese, Korean, Hebrew, Persian, Chinese, Simplified, French, Vietnamese, Arabic, Turkish, Hungarian, Italian, Japanese, Russian, German, Northern Kurdish (Kurmanji), Portuguese, Kurdish (Central), Indonesian, Bengali",72000
44372,The future of psychedelic-assisted psychotherapy,16.366666666666667,Rick Doblin,Psychedelics researcher,TED2019,"science, health, health care, medicine, brain, depression, mental health, chemistry, neuroscience, medical research, PTSD, drugs",4094058,https://www.ted.com/talks/rick_doblin_the_future_of_psychedelic_assisted_psychotherapy,2019-07-09,2019-04-15,"English, Spanish, Croatian, Persian, Chinese, Traditional, Hungarian, Romanian, Portuguese, Brazilian, Hebrew, Chinese, Simplified, Italian, Danish, Arabic, French, Russian, Portuguese, Korean, Polish, Turkish, Japanese, Greek, Slovak",122000
45086,What is HPV and how can you protect yourself from it?,4.183333333333334,Emma Bryce,Educator,TED-Ed,"science, education, disease, health, health care, cancer, biology, medicine, illness, public health, sex, Vaccines, medical research, TED-Ed, animation, human body",803940,https://www.ted.com/talks/emma_bryce_what_is_hpv_and_how_can_you_protect_yourself_from_it,2019-07-09,2019-07-09,"English, Portuguese, Brazilian, Indonesian, Turkish, Italian, Serbian, French, Chinese, Simplified, Russian, Persian, Chinese, Traditional, Hebrew, Arabic, Portuguese, Spanish, Romanian, German, Japanese, Vietnamese, Northern Kurdish (Kurmanji), Polish, Korean, Greek, Kurdish (Central), Hungarian",24000
44823,Origami robots that reshape and transform themselves,12.266666666666667,Jamie Paik,Robotician,TED2019,"science, technology, design, engineering, innovation, robots, future, demo, space",801812,https://www.ted.com/talks/jamie_paik_origami_robots_that_reshape_and_transform_themselves,2019-07-10,2019-04-15,"English, Persian, Portuguese, Brazilian, Hebrew, Romanian, Greek, French, Chinese, Traditional, Hungarian, Turkish, Croatian, Spanish, Korean, Portuguese, Chinese, Simplified, Italian, Gujarati, Ukrainian, Arabic, Japanese, Belarusian, Russian",24000
45971,How we're honoring people overlooked by history,10.85,Amy Padnani,Obituaries editor,TED Salon The Macallan,"culture, media, social change, gender, history, race, women, society, equality",2032034,https://www.ted.com/talks/amy_padnani_how_we_re_honoring_people_overlooked_by_history,2019-07-11,2019-06-27,"English, Portuguese, Brazilian, Chinese, Traditional, Portuguese, Persian, Spanish, Croatian, Turkish, Romanian, French, Hungarian, Chinese, Simplified, Korean, Arabic, Japanese, Greek, Russian",60000
45233,How film transforms the way we see the world,12.15,Sharmeen Obaid-Chinoy,"Director, journalist",TED2019,"culture, social change, art, storytelling, film, humanity, society, TED Fellows",2462168,https://www.ted.com/talks/sharmeen_obaid_chinoy_how_film_transforms_the_way_we_see_the_world,2019-07-12,2019-04-15,"English, Portuguese, Portuguese, Brazilian, Hebrew, Chinese, Simplified, Hindi, Spanish, Italian, Hungarian, French, Romanian, Northern Kurdish (Kurmanji), Chinese, Traditional, Korean, Greek, Serbian, Arabic, Turkish, Polish, Japanese, Croatian, Bulgarian, Vietnamese, Ukrainian, Indonesian, Basque, Russian, Danish, Kurdish (Central)",73000
46250,The fascinating (and dangerous) places scientists aren't exploring,15.716666666666667,Ella Al-Shamahi,"Paleoanthropologist, stand-up comic",TED2019,"science, nature, evolution, war, anthropology, biodiversity, exploration, humanity, paleontology, discovery",2392330,https://www.ted.com/talks/ella_al_shamahi_the_fascinating_and_dangerous_places_scientists_aren_t_exploring,2019-07-15,2019-04-15,"English, Portuguese, Spanish, Portuguese, Brazilian, Chinese, Traditional, Korean, Japanese, Hebrew, Greek, Arabic, Russian, French, Indonesian, Turkish, Chinese, Simplified, Gujarati, Italian, Croatian, Polish",71000
45088,Infinity according to Jorge Luis Borges,4.516666666666667,Ilan Stavans,Educator,TED-Ed,"memory, library, poetry, time, language, literature, math, magic, writing, books, TED-Ed, animation, science fiction",369326,https://www.ted.com/talks/ilan_stavans_infinity_according_to_jorge_luis_borges,2019-07-16,2019-07-11,"English, Hebrew, Chinese, Traditional, French, Chinese, Simplified, Portuguese, Brazilian, Croatian, Burmese, Spanish, Portuguese, Japanese, Arabic, Russian, Serbian, Turkish, Greek, German, Italian, Indonesian, Korean, Hungarian, Persian, Romanian, Polish",11000
44912,"Mentalism, mind reading and the art of getting inside your head",14.2,Derren Brown,"Psychological illusionist, author",TED2019,"entertainment, performance, art, illusion, magic",2040962,https://www.ted.com/talks/derren_brown_mentalism_mind_reading_and_the_art_of_getting_inside_your_head,2019-07-16,2019-04-15,"English, Portuguese, Brazilian, Hebrew, Turkish, French, Romanian, Italian, Hungarian, Portuguese, Arabic, Greek, Chinese, Traditional, Spanish, Indonesian, Chinese, Simplified, Korean, Bulgarian, Russian, Japanese, Serbian, Hindi",61000
45172,Can you solve the dark matter fuel riddle?,4.233333333333333,Daniel Finkel,Educator,TED-Ed,"technology, space, math, dark matter, TED-Ed, animation, aliens",1206467,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_dark_matter_fuel_riddle,2019-07-16,2019-07-16,"English, Portuguese, Brazilian, Chinese, Traditional, Chinese, Simplified, Italian, Spanish, Hebrew, Russian, Arabic, Korean, Japanese, French, Vietnamese, Indonesian, Turkish, Portuguese",36000
45969,The fundamental right to seek asylum,10.75,Melanie Nezer,Refugee and immigrants rights attorney,TEDxMidAtlantic,"social change, history, activism, humanity, society, TEDx, government, immigration, policy, refugees",1944353,https://www.ted.com/talks/melanie_nezer_the_fundamental_right_to_seek_asylum,2019-07-16,2019-03-29,"English, Spanish, Arabic, Persian, Hungarian, Turkish, Portuguese, Brazilian, Serbian, Portuguese, French, Polish, Russian, Italian, Indonesian, Chinese, Simplified, Japanese, Dutch, Chinese, Traditional, Galician, Korean, German",58000
45972,A new way to get every child ready for kindergarten,9.433333333333334,Claudia Miner,Early education innovator,TED2019,"technology, education, parenting, teaching, Audacious Project, kids",2326455,https://www.ted.com/talks/claudia_miner_a_new_way_to_get_every_child_ready_for_kindergarten,2019-07-17,2019-04-15,"English, Chinese, Traditional, Portuguese, Brazilian, Greek, Turkish, Romanian, Persian, Hebrew, Chinese, Simplified, Spanish, Portuguese, Arabic, French, Russian, Hungarian, Burmese, Vietnamese, Italian, Gujarati, Korean, Japanese, Kurdish (Central), Northern Kurdish (Kurmanji), Indonesian",69000
45411,"How we can improve maternal healthcare -- before, during and after pregnancy",15.116666666666667,Elizabeth Howell,Maternal health reformer,TEDMED 2018,"health, health care, biology, race, parenting, United States, women, family, TEDMED, pregnancy, kids, equality",1994062,https://www.ted.com/talks/elizabeth_howell_how_we_can_improve_maternal_healthcare_before_during_and_after_pregnancy,2019-07-18,2018-11-15,"English, Portuguese, Brazilian, Romanian, Italian, Spanish, Chinese, Simplified, Korean, Marathi, Portuguese, Indonesian, Arabic, Hebrew, Chinese, Traditional, Russian, Vietnamese, French, Persian, Finnish, Turkish, Albanian",59000
45538,Ancient Rome's most notorious doctor,4.9,Ramon Glazov,Educator,TED-Ed,"science, education, innovation, health, health care, medicine, ancient world, public health, medical research, Surgery, TED-Ed, animation, human body",2771205,https://www.ted.com/talks/ramon_glazov_ancient_rome_s_most_notorious_doctor,2019-07-18,2019-07-18,"English, Hebrew, Portuguese, Brazilian, Indonesian, French, Russian, Italian, Chinese, Traditional, Portuguese, Spanish, Serbian, Japanese, Turkish, Korean, Burmese, Arabic, Chinese, Simplified, Polish, German, Persian, Hungarian, Northern Kurdish (Kurmanji), Romanian, Kurdish (Central)",83000
45970,How a typeface helped launch Apollo,14.266666666666667,Douglas Thomas,"Designer, writer and historian of typography",TEDxSanFrancisco,"design, history, typography, Moon, space, humanity, TEDx, solar system",384778,https://www.ted.com/talks/douglas_thomas_how_a_typeface_helped_launch_apollo,2019-07-19,2018-10-09,"English, Chinese, Traditional, Portuguese, Brazilian, Hebrew, Arabic, Hindi, Chinese, Simplified, French, Spanish, Italian, Vietnamese, Korean, Russian, Dutch, Japanese, Hungarian, Turkish",11000
45409,Why humor is key to creativity,18.35,Taika Waititi,"Filmmaker, actor",TEDxDoha,"creativity, art, motivation, comedy, humor",2699418,https://www.ted.com/talks/taika_waititi_why_humor_is_key_to_creativity,2019-07-19,2010-10-29,no subtitles,80000
45410,What I learned from writing jokes for The Onion,13.516666666666667,Brian Janosch,Writer,TEDxBloomington,"creativity, art, communication, humor, writing",31684,https://www.ted.com/talks/brian_janosch_what_i_learned_from_writing_jokes_for_the_onion,2019-07-19,2019-04-18,no subtitles,950
45466,The architectural wonder of impermanent cities,13.466666666666667,Rahul Mehrotra,"Architect, urbanist",TED2019,"sustainability, design, architecture, cities, urban planning, art, resources",1971946,https://www.ted.com/talks/rahul_mehrotra_the_architectural_wonder_of_impermanent_cities,2019-07-22,2019-04-15,"English, Romanian, Portuguese, Russian, Portuguese, Brazilian, Spanish, Chinese, Simplified, Italian, Croatian, Arabic, Hungarian, Chinese, Traditional, French, Gujarati, Greek, Korean, Dutch, Japanese, Turkish, Indonesian",59000
46540,How to get back up after you fall — from an Olympic gymnast ,11.133333333333333,No name,no name,TEDxUCLA,no topic,127898,https://www.ted.com/talks/jordyn_wieber_how_to_get_back_up_after_you_fall_from_an_olympic_gymnast,2021-08-02,2019-05-18,no subtitles,38000
46575,How to use family dinner to teach politics,11.2,Hajer Sharief,Activist,TEDSummit 2019,"culture, politics, social change, activism, parenting, women, society, democracy, Middle East, kids",3701529,https://www.ted.com/talks/hajer_sharief_how_to_use_family_dinner_to_teach_politics,2019-07-23,2019-07-21,"English, Persian, Korean, Portuguese, Brazilian, Chinese, Traditional, Portuguese, Romanian, Ukrainian, Japanese, Dutch, Hungarian, Turkish, Greek, Arabic, Spanish, French, Italian, Serbian, Burmese, Bulgarian, Indonesian, Chinese, Simplified, Russian, Macedonian, Northern Kurdish (Kurmanji), Hindi, Kurdish (Central), German",111000
45537,Romance and revolution: The poetry of Pablo Neruda,4.483333333333333,Ilan Stavans,Educator,TED-Ed,"politics, love, poetry, war, writing, TED-Ed, animation",472798,https://www.ted.com/talks/ilan_stavans_romance_and_revolution_the_poetry_of_pablo_neruda,2019-07-23,2019-07-23,"English, Portuguese, Brazilian, Hebrew, Italian, Burmese, Turkish, Korean, Spanish, Persian, French, Greek, Serbian, Romanian, Russian, Arabic, Chinese, Traditional, Chinese, Simplified, Portuguese, Japanese, Kurdish (Central), Indonesian, Polish",14000
45614,The real relationship between your age and your chance of success,16.1,Albert-László Barabási,Network scientist,TEDxMidAtlantic,"science, leadership, success, work, motivation, personal growth, potential, TEDx, goals",3487943,https://www.ted.com/talks/albert_laszlo_barabasi_the_real_relationship_between_your_age_and_your_chance_of_success,2019-07-24,2019-03-29,"English, Portuguese, Brazilian, Spanish, Indonesian, Hungarian, Russian, Arabic, Korean, Japanese, Chinese, Simplified, Hebrew, Swedish, Chinese, Traditional, Gujarati, Turkish, French, Persian, Portuguese, Burmese, Ukrainian, German",104000
46577,An urgent call to protect the world's Third Pole,14.333333333333334,Tshering Tobgay,"Politician, environmentalist",TEDSummit 2019,"climate change, environment, politics, sustainability, collaboration, nature, Asia, government, conservation, Anthropocene, glaciers",2102105,https://www.ted.com/talks/tshering_tobgay_an_urgent_call_to_protect_the_world_s_third_pole,2019-07-25,2019-07-22,"English, Portuguese, Brazilian, Korean, Chinese, Simplified, Persian, Burmese, Portuguese, Croatian, Romanian, Italian, Turkish, Spanish, Russian, Japanese, Greek, German, Hebrew, Dutch, French, Chinese, Traditional, Arabic, Hindi, Ukrainian",63000
46517,A brief history of cannibalism,4.5,Bill Schutt,Educator,TED-Ed,"culture, death, history, medicine, exploration, china, ancient world, Egypt, TED-Ed, animation",4161437,https://www.ted.com/talks/bill_schutt_a_brief_history_of_cannibalism,2019-07-25,2019-07-25,"English, Portuguese, Brazilian, Portuguese, Vietnamese, Spanish, Indonesian, Chinese, Simplified, Italian, Hebrew, Hungarian, Chinese, Traditional, Turkish, Arabic, Belarusian, Russian, Japanese, Serbian, Ukrainian, French, Korean, Northern Kurdish (Kurmanji), Persian, Polish, Kurdish (Central), Romanian, Greek",124000
46580,The new political story that could change everything,15.083333333333334,George Monbiot,Journalist,TEDSummit 2019,"culture, politics, social change, future, community, society, democracy",3839507,https://www.ted.com/talks/george_monbiot_the_new_political_story_that_could_change_everything,2019-07-26,2019-07-21,"English, Turkish, French, Italian, Hungarian, Japanese, Dutch, Portuguese, Brazilian, German, Chinese, Simplified, Croatian, Persian, Russian, Spanish, Hebrew, Greek, Gujarati, Arabic, Portuguese, Korean, Chinese, Traditional, Serbian",115000
46582,Why governments should prioritize well-being,9.85,Nicola Sturgeon,First Minister of Scotland,TEDSummit 2019,"politics, economics, social change, future, leadership, society, policy, equality",2495262,https://www.ted.com/talks/nicola_sturgeon_why_governments_should_prioritize_well_being,2019-07-29,2019-07-21,"English, Turkish, Spanish, German, Burmese, Chinese, Simplified, Italian, Chinese, Traditional, Russian, Hindi, Arabic, French, Hungarian, Portuguese, Brazilian, Korean, Portuguese, Greek, Gujarati, Galician, Persian, Japanese, Czech",74000
45612,How policewomen make communities safer,5.7,Ivonne Roman,Police captain,TED2019,"social change, gender, United States, work, women, TED Fellows, feminism, justice system, diversity",1965129,https://www.ted.com/talks/ivonne_roman_how_policewomen_make_communities_safer,2019-07-30,2019-04-15,"English, Portuguese, Brazilian, French, Chinese, Simplified, Burmese, Spanish, Hebrew, Turkish, Hungarian, Arabic, Persian, German, Bulgarian, Russian, Macedonian, Dutch, Chinese, Traditional, Portuguese, Norwegian Bokmal, Japanese, Gujarati, Italian, Northern Kurdish (Kurmanji), Korean, Czech, Urdu, Ukrainian, Greek, Hindi, Kurdish (Central), Serbian",58000
46526,Why the world needs sharks,17.45,Ocean Ramsey,"Scuba Instructor, Shark Diver, marine biologist & model",TEDxKlagenfurt,"global issues, biosphere, fish, conservation, ocean",217958,https://www.ted.com/talks/ocean_ramsey_why_the_world_needs_sharks,2019-07-30,2015-09-12,"English, Spanish, French, Portuguese, Brazilian, Italian",65000
46532,Are our cultural narratives killing sharks?,14.15,Paul Cater Deaton,Cinematographer,TEDxSaintThomas,"culture, global issues, fish, conservation, ocean",4466,https://www.ted.com/talks/paul_cater_deaton_are_our_cultural_narratives_killing_sharks,2019-07-30,2016-06-25,no subtitles,133
46583,How sharks could inspire a new generation of medical devices ,9.466666666666667,Ethan Mann,Microbiology Maverick,TEDxMileHigh,"technology, health, fish, microbiology, medical research",56525,https://www.ted.com/talks/ethan_mann_how_sharks_could_inspire_a_new_generation_of_medical_devices,2019-07-30,2019-06-22,"English, Russian, Portuguese, Brazilian, Chinese, Traditional, Italian, French, Galician, Arabic",16000
46533,What sharks taught me about being a scientist,12.35,Melissa Marquez,no data,TEDxWellington,"science, gender, fish, society, conservation",33884,https://www.ted.com/talks/melissa_marquez_what_sharks_taught_me_about_being_a_scientist,2019-07-30,2017-06-17,no subtitles,1000
46584,What Brexit means for Scotland,5.666666666666667,"Nicola Sturgeon, Chris Anderson",First Minister of Scotland; Head of TED,TEDSummit 2019,"politics, social change, leadership, society, government",87008,https://www.ted.com/talks/nicola_sturgeon_what_brexit_means_for_scotland,2019-07-30,2019-07-24,no subtitles,26000
45838,What it was like to grow up under China's one-child policy,5.783333333333333,Nanfu Wang,Documentary filmmaker,TED2019,"culture, social change, storytelling, film, china, society, TED Fellows",3375499,https://www.ted.com/talks/nanfu_wang_what_it_was_like_to_grow_up_under_china_s_one_child_policy,2019-07-31,2019-04-15,"English, Turkish, Chinese, Simplified, Hebrew, French, Burmese, Portuguese, Vietnamese, Portuguese, Brazilian, Chinese, Traditional, Croatian, Hungarian, Spanish, Persian, Polish, Arabic, Greek, Japanese, Korean, Italian, Serbian, Russian, Galician, Slovenian, Swedish, Indonesian, Romanian, German, Lithuanian, Bulgarian, Czech, Northern Kurdish (Kurmanji), Punjabi, Ukrainian, Dutch, Hindi, Kurdish (Central)",101000
46384,What's at the bottom of the ocean -- and how we're getting there,7.683333333333334,"Victor Vescovo, David Biello","Undersea explorer, investor; TED science curator, author",TED2019,"science, technology, animals, nature, exploration, discovery, marine biology, ocean",967246,https://www.ted.com/talks/victor_vescovo_what_s_at_the_bottom_of_the_ocean_and_how_we_re_getting_there,2019-08-02,2019-04-15,"English, Chinese, Traditional, Portuguese, Brazilian, Hebrew, Croatian, Dutch, Spanish, Indonesian, French, Chinese, Simplified, Romanian, Portuguese, Hungarian, Persian, Italian, Arabic, Turkish, Russian, Burmese, Macedonian, Bulgarian, Korean, Japanese, Hindi, Kurdish (Central)",29000
46585,The human skills we need in an unpredictable world,15.716666666666667,Margaret Heffernan,"Writer, entrepreneur",TEDSummit 2019,"technology, business, entrepreneur, innovation, social change, creativity, future, leadership, work, AI, humanity, society, government, algorithm",3817379,https://www.ted.com/talks/margaret_heffernan_the_human_skills_we_need_in_an_unpredictable_world,2019-08-01,2019-07-20,"English, Portuguese, Persian, Hungarian, Portuguese, Brazilian, French, Chinese, Simplified, Greek, Chinese, Traditional, Japanese, Spanish, Arabic, Italian, Vietnamese, Hebrew, Gujarati, Russian, Bulgarian, Korean, Galician, Turkish, Dutch",114000
46074,You Have the Rite,7.066666666666666,Marc Bamuthi Joseph,"Writer, performer",TED2019,"performance, social change, art, poetry, race, United States, spoken word, society, identity, TED Fellows",3428540,https://www.ted.com/talks/marc_bamuthi_joseph_you_have_the_rite,2019-08-02,2019-04-15,"English, Persian, Burmese, Portuguese, Brazilian, Korean, French, Chinese, Traditional, Spanish, Italian, Hebrew, Chinese, Simplified, Portuguese, Arabic, Turkish",102000
46581,The murder of ancient Alexandria's greatest scholar,4.75,Soraya Field Fiorio,Educator,TED-Ed,"military, death, education, history, philosophy, religion, astronomy, math, ancient world, TED-Ed, animation",1525822,https://www.ted.com/talks/soraya_field_fiorio_the_murder_of_ancient_alexandria_s_greatest_scholar,2019-08-05,2019-08-01,"English, Portuguese, Brazilian, Spanish, Portuguese, Hebrew, Chinese, Traditional, Turkish, Hungarian, Ukrainian, Arabic, French, Italian, Indonesian, Japanese, Persian, Russian, Serbian, Northern Kurdish (Kurmanji), Korean, Polish, Chinese, Simplified, Bulgarian, Kurdish (Central), Romanian",45000
45539,How turtle shells evolved... twice,4.45,Judy Cebra-Thomas,Educator,TED-Ed,"science, animals, evolution, biology, biodiversity, TED-Ed, animation, ocean",852326,https://www.ted.com/talks/judy_cebra_thomas_how_turtle_shells_evolved_twice,2019-08-05,2019-07-30,"Arabic, English, Portuguese, Brazilian, Hebrew, Chinese, Traditional, Spanish, Russian, Japanese, Italian, Korean, Chinese, Simplified, Indonesian, Vietnamese, Czech, French, Turkish, Romanian, Polish, Kurdish (Central), Portuguese, Greek",25000
46530,From pacifist to spy: WWII's surprising secret agent,4.2,Shrabani Basu,Educator,TED-Ed,"culture, politics, military, death, history, religion, activism, war, women, identity, democracy, Europe, feminism, TED-Ed, india, animation",1215957,https://www.ted.com/talks/shrabani_basu_from_pacifist_to_spy_wwii_s_surprising_secret_agent,2019-08-07,2019-08-06,"English, Chinese, Simplified, Portuguese, Burmese, Portuguese, Brazilian, Hebrew, Chinese, Traditional, Vietnamese, Italian, Spanish, Turkish, Japanese, Serbian, Russian, French, Arabic, Indonesian, German, Korean, Polish, Northern Kurdish (Kurmanji), Kurdish (Central), Greek",36000
46518,How do viruses jump from animals to humans?,4.783333333333333,Ben Longdon,Educator,TED-Ed,"science, disease, health, health care, animals, evolution, biology, medicine, public health, bacteria, Vaccines, virus, medical research, TED-Ed, ebola, animation, human body",1640313,https://www.ted.com/talks/ben_longdon_how_do_viruses_jump_from_animals_to_humans,2019-08-08,2019-08-08,"English, Chinese, Simplified, Portuguese, Chinese, Traditional, Italian, Greek, Hebrew, Croatian, Spanish, Turkish, Vietnamese, Burmese, Portuguese, Brazilian, Romanian, Indonesian, Dutch, French, Japanese, Hungarian, Arabic, Russian, Galician, Persian, Korean, German, Northern Kurdish (Kurmanji), Kurdish (Central), Slovenian, Thai, Polish",49000
43862,The high-stakes race to make quantum computers work,5.05,Chiara Decaroli,Educator,TED-Ed,"science, technology, invention, computers, innovation, physics, math, TED-Ed, animation, quantum",412008,https://www.ted.com/talks/chiara_decaroli_the_high_stakes_race_to_make_quantum_computers_work,2019-08-13,2019-08-13,"English, Portuguese, Brazilian, Chinese, Traditional, Turkish, Hebrew, Spanish, French, Persian, Russian, Italian, Japanese, Chinese, Simplified, Hungarian, Arabic, Korean, German, Portuguese",12000
46529,Can you solve the multiverse rescue mission riddle?,4.116666666666666,Daniel Finkel,Educator,TED-Ed,"science, space, math, TED-Ed, animation",1400666,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_multiverse_rescue_mission_riddle,2019-08-15,2019-08-15,"English, Chinese, Simplified, Korean, Portuguese, Portuguese, Brazilian, Spanish, Chinese, Traditional, French, Russian, Hebrew, Turkish, Japanese, Arabic, Northern Kurdish (Kurmanji), Kurdish (Central)",42000
46462,When do kids start to care about other people's opinions? ,10.016666666666667,Sara Valencia Botto,Psychologist,TEDxAtlanta,"psychology, communication, parenting, decision-making, self, empathy, society, TEDx, youth, emotions, kids",815741,https://www.ted.com/talks/sara_valencia_botto_when_do_kids_start_to_care_about_other_people_s_opinions,2019-08-19,2019-03-15,"English, Persian, Portuguese, Brazilian, Spanish, Burmese, Croatian, Chinese, Simplified, Romanian, Serbian, Galician, Portuguese, French, Korean, Hungarian, Chinese, Traditional, Turkish, Russian, Gujarati, Arabic, Dutch, Hebrew, Indonesian, Northern Kurdish (Kurmanji), Basque, Thai, Japanese, Kurdish (Central)",24000
46453,How music makes me a better neuroscientist,18.366666666666667,Indre Viskontas,Professor of Neuroscience and of music,TEDxSanFrancisco,"science, music, art, brain, neuroscience",81519,https://www.ted.com/talks/indre_viskontas_how_music_makes_me_a_better_neuroscientist,2019-08-19,2016-10-06,"English, Spanish, Hungarian, Italian, Portuguese, Brazilian",24000
46455,How one city became a music capital,11.383333333333333,James Keblas,Director,TEDxUofW,"culture, music, creativity, art, community",4485,https://www.ted.com/talks/james_keblas_how_one_city_became_a_music_capital,2019-08-19,2019-05-04,no subtitles,134
46456,La música de las ideas,20.333333333333332,Sergio Feferovich,"Conductor, pianist",TEDxRiodelaPlata,"entertainment, music, performance, creativity, art",343598,https://www.ted.com/talks/sergio_feferovich_la_musica_de_las_ideas,2019-08-19,2012-10-24,"English, Portuguese, Spanish",10000
46459,The benefits of music education,17.566666666666666,Anita Collins,"Educator, researcher, writer",TEDxCanberra,"music, education, brain, kids",278519,https://www.ted.com/talks/anita_collins_the_benefits_of_music_education,2019-08-19,2014-10-11,"English, Arabic, Portuguese, Brazilian",83000
45973,How craving attention makes you less creative,13.083333333333334,Joseph Gordon-Levitt,"Actor, filmmaker, entrepreneur",TED2019,"culture, collaboration, creativity, art, community, social media",6748830,https://www.ted.com/talks/joseph_gordon_levitt_how_craving_attention_makes_you_less_creative,2019-08-20,2019-04-15,"English, Turkish, Chinese, Simplified, Persian, Indonesian, French, Portuguese, Brazilian, Hungarian, Spanish, Russian, Swedish, Japanese, Italian, Serbian, Arabic, German, Chinese, Traditional, Portuguese, Korean, Thai, Greek",202000
45868,Why should you read Kafka on the Shore?,4.4,Iseult Gillespie,Educator,TED-Ed,"history, literature, writing, books, TED-Ed, animation",1676010,https://www.ted.com/talks/iseult_gillespie_why_should_you_read_kafka_on_the_shore,2019-08-20,2019-08-20,"English, Turkish, Portuguese, Brazilian, Burmese, Persian, Indonesian, Spanish, Japanese, Arabic, Serbian, Hungarian, Greek, Chinese, Simplified, Hebrew, Vietnamese, Russian, Chinese, Traditional, Northern Kurdish (Kurmanji), French, Portuguese, Korean, Romanian, Kurdish (Central), Macedonian",50000
46589,"Family, hope and resilience on the migrant trail",13.683333333333334,Jon Lowenstein,"Documentary photographer, filmmaker, visual artist",TEDSummit 2019,"social change, activism, photography, violence, humanity, society, TED Fellows, immigration, human rights",2056183,https://www.ted.com/talks/jon_lowenstein_family_hope_and_resilience_on_the_migrant_trail,2019-08-21,2019-07-20,"English, Spanish, French, Portuguese, Brazilian, Chinese, Traditional, Chinese, Simplified, Italian, Korean, Russian, Gujarati, Portuguese, Arabic, German, Turkish",61000
46906,A Holocaust survivor's blueprint for happiness,11.883333333333333,Eddie Jaku,no data,TEDxSydney,"storytelling, happiness, personal growth, emotions",1443129,https://www.ted.com/talks/eddie_jaku_a_holocaust_survivor_s_blueprint_for_happiness,2019-08-21,2019-05-23,"English, Spanish, Portuguese, Brazilian, Burmese, Persian, Hungarian, Russian, French, Romanian, Italian, Hebrew, Arabic, Portuguese",43000
47957,Why we need a more accessible digital landscape,18.866666666666667,No name,no name,TEDxMIT,"technology, transportation, innovation, future, Internet",38853,https://www.ted.com/talks/judy_brewer_why_we_need_a_more_accessible_digital_landscape,2019-08-22,2019-05-28,no subtitles,11000
45613,The power to think ahead in a reckless age,12.366666666666667,Bina Venkataraman,"Journalist, author",TED2019,"culture, memory, future, history, community, humanity, society, family",2592456,https://www.ted.com/talks/bina_venkataraman_the_power_to_think_ahead_in_a_reckless_age,2019-08-22,2019-04-15,"English, Hebrew, Portuguese, Brazilian, Chinese, Simplified, Croatian, Dutch, Korean, French, Chinese, Traditional, Russian, Italian, Vietnamese, Spanish, Japanese, Ukrainian, Turkish, Portuguese, Arabic, Hungarian",77000
46587,What ping-pong taught me about life,12.55,Pico Iyer,Author,TEDSummit 2019,"culture, history, sports, personal growth, humanity",2282894,https://www.ted.com/talks/pico_iyer_what_ping_pong_taught_me_about_life,2019-08-23,2019-07-20,"English, French, Burmese, Arabic, Chinese, Simplified, Croatian, Greek, Portuguese, Brazilian, Italian, Korean, Russian, Chinese, Traditional, Hebrew, Spanish, Japanese, Turkish, Hungarian, German, Portuguese",68000
46601,A day in the life of a Cossack warrior,4.483333333333333,Alex Gendler,Educator,TED-Ed,"culture, military, history, religion, war, TED-Ed, animation",623978,https://www.ted.com/talks/alex_gendler_a_day_in_the_life_of_a_cossack_warrior,2019-08-26,2019-08-22,"English, Latvian, Spanish, Turkish, Portuguese, Portuguese, Brazilian, Indonesian, Russian, Japanese, Serbian, Vietnamese, French, Chinese, Traditional, Korean, Hungarian, Italian, Arabic, Ukrainian, Chinese, Simplified, Polish, Kurdish (Central), Romanian, Hebrew",18000
43852,How the West can adapt to a rising Asia,17.716666666666665,Kishore Mahbubani,"Author, diplomat, academic",TED2019,"culture, global issues, collaboration, future, United States, Asia, humanity, Europe, government, international development",2276316,https://www.ted.com/talks/kishore_mahbubani_how_the_west_can_adapt_to_a_rising_asia,2019-08-26,2019-04-15,"English, Chinese, Traditional, Portuguese, Spanish, Hungarian, Italian, Portuguese, Brazilian, Russian, Polish, French, Turkish, Hebrew, Chinese, Simplified, Greek, Dutch, Gujarati, Arabic, Korean, Indonesian, Hindi",68000
